EID,Xvalue,Yvalue,Zvalue,time
38,0.2585737705230713,-8.889671325683594,-2.5438392162323,2017-05-12 12:55:23.284
39,0.29568392038345337,-8.924386978149414,-2.5306711196899414,2017-05-12 12:55:23.293
40,0.4153940081596375,-8.936357498168945,-2.539050817489624,2017-05-12 12:55:23.306
41,0.5590460896492004,-8.98543930053711,-2.609679937362671,2017-05-12 12:55:23.314
42,0.6607996821403503,-9.02254867553711,-2.693476915359497,2017-05-12 12:55:23.323
43,0.849941611289978,-9.258378028869627,-3.0382418632507324,2017-05-12 12:55:23.334
44,0.9528923034667968,-9.700108528137207,-2.980781078338623,2017-05-12 12:55:23.343
45,0.8331822156906128,-10.120290756225586,-2.9245173931121826,2017-05-12 12:55:23.353
46,0.5422866940498352,-10.402806282043457,-3.138798475265503,2017-05-12 12:55:23.363
47,0.25737667083740234,-10.613495826721193,-3.3686418533325195,2017-05-12 12:55:23.373
48,-0.03112462162971497,-10.6709566116333,-3.337517261505127,2017-05-12 12:55:23.387
49,-0.6476315855979919,-10.54406452178955,-2.8634653091430664,2017-05-12 12:55:23.393
50,-1.2773065567016602,-10.319009780883787,-2.606088638305664,2017-05-12 12:55:23.403
51,-1.5909470319747925,-10.101137161254883,-2.4839842319488525,2017-05-12 12:55:23.413
52,-1.4676456451416016,-9.864110946655273,-2.3774423599243164,2017-05-12 12:55:23.423
53,-1.04028058052063,-9.490615844726562,-2.256535053253174,2017-05-12 12:55:23.433
54,-0.2537853717803955,-9.07641887664795,-2.0697872638702397,2017-05-12 12:55:23.443
55,0.7709329724311829,-8.614337921142576,-1.9632453918457031,2017-05-12 12:55:23.454
56,1.1504138708114624,-8.404845237731934,-1.581370234489441,2017-05-12 12:55:23.463
57,1.234210968017578,-8.47786808013916,-1.5765818357467651,2017-05-12 12:55:23.473
58,1.3204022645950315,-8.583212852478027,-1.9333178997039795,2017-05-12 12:55:23.484
59,1.2713210582733154,-8.754398345947267,-2.4456770420074463,2017-05-12 12:55:23.493
60,1.1779472827911377,-9.023746490478516,-2.9975404739379883,2017-05-12 12:55:23.503
61,0.969651699066162,-9.35773754119873,-3.454833030700684,2017-05-12 12:55:23.515
62,0.7625532150268555,-9.677363395690918,-3.63918662071228,2017-05-12 12:55:23.524
63,0.6129156351089478,-9.943120002746582,-3.4512417316436768,2017-05-12 12:55:23.533
64,0.44412440061569214,-10.068815231323242,-2.980781078338623,2017-05-12 12:55:23.543
65,0.1843535304069519,-10.11550235748291,-2.4157495498657227,2017-05-12 12:55:23.553
66,0.12449848651885985,-10.043676376342773,-1.9476830959320068,2017-05-12 12:55:23.564
67,0.1364694982767105,-10.02811336517334,-1.6843209266662598,2017-05-12 12:55:23.573
68,0.1711854189634323,-10.119093894958496,-1.5526398420333862,2017-05-12 12:55:23.584
69,0.2394201755523681,-10.248380661010742,-1.3778630495071411,2017-05-12 12:55:23.593
70,0.27413609623909,-10.30703830718994,-1.2437877655029297,2017-05-12 12:55:23.603
71,0.2489969730377197,-10.311826705932617,-1.3742717504501345,2017-05-12 12:55:23.613
72,0.2861070930957794,-10.254365921020508,-1.7310078144073486,2017-05-12 12:55:23.624
73,0.4129997789859772,-10.135852813720703,-2.0661959648132324,2017-05-12 12:55:23.633
74,0.6021417379379272,-9.99100399017334,-2.3092074394226074,2017-05-12 12:55:23.643
75,0.8379706144332886,-9.82221221923828,-2.432508945465088,2017-05-12 12:55:23.653
76,0.974440097808838,-9.68574333190918,-2.389413356781006,2017-05-12 12:55:23.663
77,0.9888052940368652,-9.611522674560547,-2.160767078399658,2017-05-12 12:55:23.674
78,0.9564836025238036,-9.498994827270508,-2.030282974243164,2017-05-12 12:55:23.683
79,0.9145850539207458,-9.430760383605957,-1.9788076877594,2017-05-12 12:55:23.693
80,0.8595184087753296,-9.460687637329102,-1.9632453918457031,2017-05-12 12:55:23.703
81,0.8810662031173706,-9.566033363342283,-1.9823989868164065,2017-05-12 12:55:23.713
82,0.889445960521698,-9.633070945739746,-1.9644424915313718,2017-05-12 12:55:23.723
83,0.8667010068893433,-9.670180320739746,-1.86508309841156,2017-05-12 12:55:23.734
84,0.7972691655158997,-9.671378135681152,-1.8255788087844849,2017-05-12 12:55:23.743
85,0.7481880187988281,-9.654618263244627,-1.746570110321045,2017-05-12 12:55:23.754
86,0.6727706789970398,-9.670180320739746,-1.6675615310668943,2017-05-12 12:55:23.764
87,0.6619967818260193,-9.666589736938477,-1.4844050407409668,2017-05-12 12:55:23.773
88,0.6189011335372925,-9.61870574951172,-1.2773065567016602,2017-05-12 12:55:23.783
89,0.5111620426177979,-9.563638687133787,-1.170764684677124,2017-05-12 12:55:23.794
90,0.4129997789859772,-9.51455783843994,-1.2222399711608891,2017-05-12 12:55:23.803
91,0.2789244949817657,-9.554061889648438,-1.3407529592514038,2017-05-12 12:55:23.814
92,0.1472434103488922,-9.63187313079834,-1.3922282457351685,2017-05-12 12:55:23.823
93,0.11851298063993455,-9.695320129394533,-1.436521053314209,2017-05-12 12:55:23.834
94,0.20231004059314728,-9.743204116821287,-1.4389152526855469,2017-05-12 12:55:23.844
95,0.3100491166114807,-9.774328231811523,-1.3742717504501345,2017-05-12 12:55:23.854
96,0.4620809257030487,-9.81024169921875,-1.2222399711608891,2017-05-12 12:55:23.864
97,0.5889736413955688,-9.827000617980957,-1.0450690984725952,2017-05-12 12:55:23.873
98,0.608127236366272,-9.872490882873537,-0.9253589510917664,2017-05-12 12:55:23.883
99,0.5913678407669067,-9.877279281616213,-0.9397241473197936,2017-05-12 12:55:23.893
100,0.5303156971931458,-9.821015357971193,-1.042674899101257,2017-05-12 12:55:23.903
101,0.4908113479614258,-9.786299705505373,-1.1312602758407593,2017-05-12 12:55:23.914
102,0.4201824069023132,-9.786299705505373,-1.2030863761901855,2017-05-12 12:55:23.923
103,0.3208230137825012,-9.825803756713867,-1.1408370733261108,2017-05-12 12:55:23.934
104,0.2873041927814484,-9.805453300476074,-1.042674899101257,2017-05-12 12:55:23.944
105,0.28371289372444153,-9.805453300476074,-0.9385270476341248,2017-05-12 12:55:23.953
106,0.2825157940387726,-9.792284965515137,-0.7912836670875549,2017-05-12 12:55:23.963
107,0.2932897210121155,-9.829395294189453,-0.646434485912323,2017-05-12 12:55:23.973
108,0.3543418645858765,-9.827000617980957,-0.5267243981361389,2017-05-12 12:55:23.983
109,0.4345476031303406,-9.831789016723633,-0.48602294921875,2017-05-12 12:55:23.993
110,0.5195417404174805,-9.818621635437012,-0.484825849533081,2017-05-12 12:55:24.003
111,0.689530074596405,-9.829395294189453,-0.4525041282176971,2017-05-12 12:55:24.013
112,0.812831461429596,-9.82221221923828,-0.5351040959358215,2017-05-12 12:55:24.023
113,0.9445125460624696,-9.827000617980957,-0.5578489899635315,2017-05-12 12:55:24.036
114,0.9935936927795408,-9.850942611694336,-0.5303156971931458,2017-05-12 12:55:24.045
115,1.012747287750244,-9.90361499786377,-0.41778820753097534,2017-05-12 12:55:24.055
116,0.997184991836548,-9.941922187805176,-0.3387795388698578,2017-05-12 12:55:24.066
117,0.9959878921508788,-9.971850395202637,-0.2501940727233887,2017-05-12 12:55:24.075
118,1.0223240852355957,-9.932345390319824,-0.243011474609375,2017-05-12 12:55:24.086
119,1.057040095329285,-9.856928825378418,-0.30286651849746704,2017-05-12 12:55:24.096
120,1.0977414846420288,-9.806650161743164,-0.3196259140968323,2017-05-12 12:55:24.106
121,1.108515381813049,-9.829395294189453,-0.3256114423274994,2017-05-12 12:55:24.116
122,1.0582371950149536,-9.885659217834473,-0.2669534981250763,2017-05-12 12:55:24.126
123,0.9648633003234864,-9.922768592834473,-0.2861070930957794,2017-05-12 12:55:24.136
124,0.811634361743927,-9.97065258026123,-0.26336219906806946,2017-05-12 12:55:24.146
125,0.6584054827690125,-10.02571964263916,-0.27413609623909,2017-05-12 12:55:24.156
126,0.5339069962501526,-10.065223693847656,-0.3124433159828186,2017-05-12 12:55:24.167
127,0.4764461517333984,-10.049661636352539,-0.3483563363552093,2017-05-12 12:55:24.176
128,0.4429273009300232,-10.020931243896484,-0.3579331636428833,2017-05-12 12:55:24.186
129,0.4153940081596375,-9.988609313964844,-0.3519476354122162,2017-05-12 12:55:24.195
130,0.4237737059593201,-9.97065258026123,-0.3603273630142212,2017-05-12 12:55:24.206
131,0.3998316824436188,-9.95748519897461,-0.3579331636428833,2017-05-12 12:55:24.216
132,0.3842693865299225,-9.96825885772705,-0.33997663855552673,2017-05-12 12:55:24.226
133,0.3663128614425659,-9.99100399017334,-0.30885201692581177,2017-05-12 12:55:24.238
134,0.3579331636428833,-9.983820915222168,-0.333991140127182,2017-05-12 12:55:24.247
135,0.3220201432704925,-9.983820915222168,-0.33997663855552673,2017-05-12 12:55:24.258
136,0.31603461503982544,-9.964667320251463,-0.32441434264183044,2017-05-12 12:55:24.269
137,0.3363853394985199,-9.973047256469727,-0.2789244949817657,2017-05-12 12:55:24.279
138,0.3435679376125336,-9.955090522766113,-0.2609679996967316,2017-05-12 12:55:24.287
139,0.3423708379268646,-9.928754806518556,-0.23104046285152435,2017-05-12 12:55:24.298
140,0.3711012601852417,-9.90122127532959,-0.2693476974964142,2017-05-12 12:55:24.309
141,0.3986345827579498,-9.874884605407717,-0.22385786473751068,2017-05-12 12:55:24.320
142,0.4465186297893524,-9.882067680358887,-0.22026655077934265,2017-05-12 12:55:24.328
143,0.4584896266460418,-9.883264541625977,-0.22026655077934265,2017-05-12 12:55:24.335
144,0.5111620426177979,-9.895236015319824,-0.19393034279346466,2017-05-12 12:55:24.343
145,0.5674257874488831,-9.90122127532959,-0.21188685297966006,2017-05-12 12:55:24.353
146,0.586579442024231,-9.891644477844238,-0.26336219906806946,2017-05-12 12:55:24.363
147,0.5997475385665894,-9.904812812805176,-0.2082955539226532,2017-05-12 12:55:24.373
148,0.6236895322799683,-9.882067680358887,-0.21667525172233584,2017-05-12 12:55:24.383
149,0.6165069341659546,-9.886856079101562,-0.23104046285152435,2017-05-12 12:55:24.393
150,0.6141127347946167,-9.847352027893066,-0.2454056739807129,2017-05-12 12:55:24.403
151,0.6428431272506714,-9.81143856048584,-0.2693476974964142,2017-05-12 12:55:24.413
152,0.6093243360519409,-9.832986831665039,-0.26336219906806946,2017-05-12 12:55:24.425
153,0.629675030708313,-9.884461402893066,-0.2657563984394073,2017-05-12 12:55:24.441
154,0.6105214357376099,-9.90122127532959,-0.2920926213264465,2017-05-12 12:55:24.443
155,0.5961562395095825,-9.921571731567383,-0.2801215946674347,2017-05-12 12:55:24.453
156,0.5722141861915588,-9.91079807281494,-0.2382230758666992,2017-05-12 12:55:24.463
157,0.5231330990791321,-9.90361499786377,-0.2753331959247589,2017-05-12 12:55:24.473
158,0.5099649429321289,-9.917980194091797,-0.2992752194404602,2017-05-12 12:55:24.483
159,0.4632780253887177,-9.92396640777588,-0.2657563984394073,2017-05-12 12:55:24.493
160,0.4525041282176971,-9.904812812805176,-0.2885012924671173,2017-05-12 12:55:24.503
161,0.4620809257030487,-9.895236015319824,-0.2849099934101105,2017-05-12 12:55:24.514
162,0.44532153010368347,-9.917980194091797,-0.3076549172401428,2017-05-12 12:55:24.524
163,0.4465186297893524,-9.916783332824707,-0.3208230137825012,2017-05-12 12:55:24.534
164,0.4728548228740692,-9.916783332824707,-0.27054479718208313,2017-05-12 12:55:24.544
165,0.4800374507904053,-9.92396640777588,-0.3100491166114807,2017-05-12 12:55:24.554
166,0.4955997467041016,-9.911994934082033,-0.2920926213264465,2017-05-12 12:55:24.564
167,0.5147533416748047,-9.906009674072266,-0.2849099934101105,2017-05-12 12:55:24.574
168,0.5303156971931458,-9.883264541625977,-0.29568392038345337,2017-05-12 12:55:24.583
169,0.547075092792511,-9.91319179534912,-0.28969839215278625,2017-05-12 12:55:24.594
170,0.5494692921638489,-9.916783332824707,-0.27653029561042786,2017-05-12 12:55:24.604
171,0.5494692921638489,-9.949105262756348,-0.28969839215278625,2017-05-12 12:55:24.614
172,0.5315127968788147,-9.96107578277588,-0.3675099611282349,2017-05-12 12:55:24.624
173,0.4932055473327637,-9.950302124023438,-0.3495534360408783,2017-05-12 12:55:24.634
174,0.4680664241313934,-9.959878921508787,-0.333991140127182,2017-05-12 12:55:24.644
175,0.48602294921875,-9.9371337890625,-0.3531447649002075,2017-05-12 12:55:24.656
176,0.4908113479614258,-9.904812812805176,-0.3303998410701752,2017-05-12 12:55:24.665
177,0.5315127968788147,-9.862914085388184,-0.3411737382411957,2017-05-12 12:55:24.673
178,0.5566518902778625,-9.856928825378418,-0.2968810200691223,2017-05-12 12:55:24.683
179,0.5626373887062073,-9.874884605407717,-0.3220201432704925,2017-05-12 12:55:24.693
180,0.5339069962501526,-9.922768592834473,-0.3292027413845062,2017-05-12 12:55:24.703
181,0.5123591423034668,-9.90361499786377,-0.3232172429561615,2017-05-12 12:55:24.713
182,0.5147533416748047,-9.922768592834473,-0.3303998410701752,2017-05-12 12:55:24.723
183,0.4908113479614258,-9.944316864013672,-0.29568392038345337,2017-05-12 12:55:24.733
184,0.456095427274704,-9.93474006652832,-0.3064578175544739,2017-05-12 12:55:24.743
185,0.43095630407333374,-9.906009674072266,-0.3196259140968323,2017-05-12 12:55:24.753
186,0.4357447028160095,-9.895236015319824,-0.33758243918418884,2017-05-12 12:55:24.765
187,0.44771572947502136,-9.90361499786377,-0.3519476354122162,2017-05-12 12:55:24.773
188,0.4620809257030487,-9.87967300415039,-0.3495534360408783,2017-05-12 12:55:24.785
189,0.4932055473327637,-9.859322547912598,-0.3495534360408783,2017-05-12 12:55:24.793
190,0.4944026470184326,-9.858125686645508,-0.39145198464393616,2017-05-12 12:55:24.804
191,0.4979939460754394,-9.865307807922363,-0.3519476354122162,2017-05-12 12:55:24.814
192,0.5219359993934631,-9.90241813659668,-0.3794809579849243,2017-05-12 12:55:24.823
193,0.5386953949928284,-9.917980194091797,-0.3363853394985199,2017-05-12 12:55:24.834
194,0.5578489899635315,-9.906009674072266,-0.3603273630142212,2017-05-12 12:55:24.844
195,0.5817909836769104,-9.883264541625977,-0.3615244626998901,2017-05-12 12:55:24.854
196,0.5829881429672241,-9.9000244140625,-0.3866635859012604,2017-05-12 12:55:24.864
197,0.5734112858772278,-9.892841339111328,-0.3543418645858765,2017-05-12 12:55:24.880
198,0.5734112858772278,-9.892841339111328,-0.3543418645858765,2017-05-12 12:55:24.880
199,0.5937620401382446,-9.906009674072266,-0.3998316824436188,2017-05-12 12:55:24.884
200,0.5973533391952515,-9.890447616577148,-0.3854664862155914,2017-05-12 12:55:24.894
201,0.5758054852485657,-9.871294021606444,-0.37828385829925537,2017-05-12 12:55:24.904
202,0.5602431893348694,-9.898826599121094,-0.3974374830722809,2017-05-12 12:55:24.913
203,0.5506663918495178,-9.892841339111328,-0.4501099288463593,2017-05-12 12:55:24.924
204,0.5530605912208557,-9.872490882873537,-0.424970805644989,2017-05-12 12:55:24.933
205,0.5374982953071594,-9.890447616577148,-0.3926490843296051,2017-05-12 12:55:24.943
206,0.5351040959358215,-9.896432876586914,-0.395043283700943,2017-05-12 12:55:24.955
207,0.507570743560791,-9.92396640777588,-0.3830722570419312,2017-05-12 12:55:24.963
208,0.5374982953071594,-9.91319179534912,-0.3675099611282349,2017-05-12 12:55:24.973
209,0.5494692921638489,-9.884461402893066,-0.3531447649002075,2017-05-12 12:55:24.984
210,0.5422866940498352,-9.885659217834473,-0.3447650372982025,2017-05-12 12:55:24.994
211,0.5351040959358215,-9.896432876586914,-0.3974374830722809,2017-05-12 12:55:25.004
212,0.5339069962501526,-9.872490882873537,-0.3663128614425659,2017-05-12 12:55:25.013
213,0.5482721924781799,-9.891644477844238,-0.3471592366695404,2017-05-12 12:55:25.024
214,0.5542576909065247,-9.892841339111328,-0.3579331636428833,2017-05-12 12:55:25.034
215,0.5770025849342346,-9.91079807281494,-0.3699041604995728,2017-05-12 12:55:25.044
216,0.5638344883918762,-9.908403396606444,-0.3734954595565796,2017-05-12 12:55:25.054
217,0.5781996846199036,-9.87967300415039,-0.4022258818149567,2017-05-12 12:55:25.063
218,0.585382342338562,-9.877279281616213,-0.4273650050163269,2017-05-12 12:55:25.073
219,0.5781996846199036,-9.865307807922363,-0.43095630407333374,2017-05-12 12:55:25.086
220,0.5638344883918762,-9.87608242034912,-0.3890577852725983,2017-05-12 12:55:25.094
221,0.5434837937355042,-9.90361499786377,-0.4106055796146393,2017-05-12 12:55:25.103
222,0.5530605912208557,-9.9000244140625,-0.3986345827579498,2017-05-12 12:55:25.114
223,0.5482721924781799,-9.8784761428833,-0.3711012601852417,2017-05-12 12:55:25.123
224,0.5267243981361389,-9.865307807922363,-0.4285621047019959,2017-05-12 12:55:25.133
225,0.5339069962501526,-9.84495735168457,-0.3794809579849243,2017-05-12 12:55:25.143
226,0.5111620426177979,-9.817423820495604,-0.4213795065879822,2017-05-12 12:55:25.153
227,0.4704606235027313,-9.828198432922363,-0.4141969084739685,2017-05-12 12:55:25.163
228,0.4632780253887177,-9.83538055419922,-0.4165911078453064,2017-05-12 12:55:25.173
229,0.44532153010368347,-9.872490882873537,-0.4357447028160095,2017-05-12 12:55:25.183
230,0.4070142805576325,-9.895236015319824,-0.41778820753097534,2017-05-12 12:55:25.195
231,0.43095630407333374,-9.90122127532959,-0.3758896589279175,2017-05-12 12:55:25.204
232,0.424970805644989,-9.908403396606444,-0.3974374830722809,2017-05-12 12:55:25.214
233,0.4572925269603729,-9.911994934082033,-0.4106055796146393,2017-05-12 12:55:25.223
234,0.484825849533081,-9.9000244140625,-0.4297592043876648,2017-05-12 12:55:25.234
235,0.5099649429321289,-9.884461402893066,-0.44412440061569214,2017-05-12 12:55:25.243
236,0.5638344883918762,-9.848548889160156,-0.4369418025016785,2017-05-12 12:55:25.254
237,0.5746083855628967,-9.816226959228516,-0.4165911078453064,2017-05-12 12:55:25.263
238,0.5985504388809204,-9.830592155456543,-0.4225766062736511,2017-05-12 12:55:25.273
239,0.5829881429672241,-9.883264541625977,-0.426167905330658,2017-05-12 12:55:25.284
240,0.5973533391952515,-9.877279281616213,-0.41778820753097534,2017-05-12 12:55:25.294
241,0.5913678407669067,-9.892841339111328,-0.3734954595565796,2017-05-12 12:55:25.307
242,0.5949591398239136,-9.87608242034912,-0.3938461840152741,2017-05-12 12:55:25.314
243,0.5961562395095825,-9.873687744140623,-0.3878606855869293,2017-05-12 12:55:25.324
244,0.6320692300796509,-9.873687744140623,-0.4297592043876648,2017-05-12 12:55:25.334
245,0.6619967818260193,-9.858125686645508,-0.4513070285320282,2017-05-12 12:55:25.343
246,0.6452373862266539,-9.86650562286377,-0.456095427274704,2017-05-12 12:55:25.354
247,0.6643909811973572,-9.850942611694336,-0.4501099288463593,2017-05-12 12:55:25.365
248,0.6596025824546814,-9.849745750427246,-0.4165911078453064,2017-05-12 12:55:25.375
249,0.6224924325942993,-9.848548889160156,-0.4596867263317108,2017-05-12 12:55:25.385
250,0.6224924325942993,-9.859322547912598,-0.44532153010368347,2017-05-12 12:55:25.395
251,0.6212953329086304,-9.854534149169922,-0.44412440061569214,2017-05-12 12:55:25.405
252,0.6045359373092651,-9.858125686645508,-0.4465186297893524,2017-05-12 12:55:25.414
253,0.5997475385665894,-9.856928825378418,-0.4058171808719635,2017-05-12 12:55:25.424
254,0.5746083855628967,-9.829395294189453,-0.4070142805576325,2017-05-12 12:55:25.434
255,0.6009446382522583,-9.832986831665039,-0.4513070285320282,2017-05-12 12:55:25.444
256,0.5973533391952515,-9.829395294189453,-0.4082113802433014,2017-05-12 12:55:25.454
257,0.6009446382522583,-9.837775230407717,-0.4345476031303406,2017-05-12 12:55:25.465
258,0.6153098344802856,-9.807847023010254,-0.4213795065879822,2017-05-12 12:55:25.474
259,0.6129156351089478,-9.799467086791992,-0.426167905330658,2017-05-12 12:55:25.484
260,0.6177040338516235,-9.786299705505373,-0.395043283700943,2017-05-12 12:55:25.495
261,0.6021417379379272,-9.791088104248047,-0.4345476031303406,2017-05-12 12:55:25.505
262,0.5961562395095825,-9.786299705505373,-0.4273650050163269,2017-05-12 12:55:25.515
263,0.6093243360519409,-9.770736694335938,-0.4369418025016785,2017-05-12 12:55:25.525
264,0.6524199843406677,-9.804255485534668,-0.4465186297893524,2017-05-12 12:55:25.535
265,0.7302315235137941,-9.888052940368652,-0.40462008118629456,2017-05-12 12:55:25.544
266,0.7481880187988281,-9.952696800231934,-0.3902548849582672,2017-05-12 12:55:25.555
267,0.7398083209991455,-9.956287384033203,-0.3770867586135864,2017-05-12 12:55:25.565
268,0.729034423828125,-9.940725326538086,-0.4034229815006256,2017-05-12 12:55:25.575
269,0.7278373241424559,-9.91319179534912,-0.44532153010368347,2017-05-12 12:55:25.586
270,0.7242460250854492,-9.90122127532959,-0.4285621047019959,2017-05-12 12:55:25.595
271,0.7386112213134766,-9.880870819091797,-0.4465186297893524,2017-05-12 12:55:25.606
272,0.7398083209991455,-9.890447616577148,-0.4189853072166443,2017-05-12 12:55:25.615
273,0.7194576263427734,-9.92396640777588,-0.4237737059593201,2017-05-12 12:55:25.625
274,0.7278373241424559,-9.898826599121094,-0.40462008118629456,2017-05-12 12:55:25.635
275,0.7218518257141113,-9.897629737854004,-0.4129997789859772,2017-05-12 12:55:25.646
276,0.6943184733390808,-9.894038200378418,-0.4213795065879822,2017-05-12 12:55:25.655
277,0.690727174282074,-9.856928825378418,-0.395043283700943,2017-05-12 12:55:25.664
278,0.6488286852836609,-9.877279281616213,-0.4525041282176971,2017-05-12 12:55:25.675
279,0.6428431272506714,-9.86770248413086,-0.4106055796146393,2017-05-12 12:55:25.684
280,0.6404489278793335,-9.859322547912598,-0.3926490843296051,2017-05-12 12:55:25.697
281,0.606930136680603,-9.847352027893066,-0.4034229815006256,2017-05-12 12:55:25.705
282,0.6045359373092651,-9.793481826782227,-0.4225766062736511,2017-05-12 12:55:25.713
283,0.5949591398239136,-9.807847023010254,-0.4141969084739685,2017-05-12 12:55:25.723
284,0.5722141861915588,-9.827000617980957,-0.4525041282176971,2017-05-12 12:55:25.733
285,0.5207388401031494,-9.817423820495604,-0.4740519225597382,2017-05-12 12:55:25.743
286,0.5303156971931458,-9.82221221923828,-0.4824316501617432,2017-05-12 12:55:25.753
287,0.4908113479614258,-9.831789016723633,-0.507570743560791,2017-05-12 12:55:25.764
288,0.4812345504760742,-9.84256362915039,-0.456095427274704,2017-05-12 12:55:25.773
289,0.5015852451324463,-9.837775230407717,-0.454898327589035,2017-05-12 12:55:25.783
290,0.4668693244457245,-9.829395294189453,-0.4501099288463593,2017-05-12 12:55:25.793
291,0.4740519225597382,-9.827000617980957,-0.4644751250743866,2017-05-12 12:55:25.804
292,0.4644751250743866,-9.84256362915039,-0.4596867263317108,2017-05-12 12:55:25.814
293,0.454898327589035,-9.84615421295166,-0.4884171485900879,2017-05-12 12:55:25.824
294,0.4489128291606903,-9.821015357971193,-0.4979939460754394,2017-05-12 12:55:25.834
295,0.4513070285320282,-9.78989028930664,-0.5171475410461426,2017-05-12 12:55:25.844
296,0.4501099288463593,-9.82221221923828,-0.4920084476470947,2017-05-12 12:55:25.854
297,0.4393360018730164,-9.792284965515137,-0.5003881454467773,2017-05-12 12:55:25.864
298,0.44412440061569214,-9.745597839355467,-0.5386953949928284,2017-05-12 12:55:25.875
299,0.43095630407333374,-9.743204116821287,-0.6440402865409851,2017-05-12 12:55:25.884
300,0.4465186297893524,-9.695320129394533,-0.7469909191131592,2017-05-12 12:55:25.895
301,0.4285621047019959,-9.697713851928713,-0.7469909191131592,2017-05-12 12:55:25.905
302,0.454898327589035,-9.71926212310791,-0.7206547260284424,2017-05-12 12:55:25.920
303,0.454898327589035,-9.71926212310791,-0.7206547260284424,2017-05-12 12:55:25.920
304,0.4740519225597382,-9.71926212310791,-0.6572083830833435,2017-05-12 12:55:25.928
305,0.44771572947502136,-9.713275909423828,-0.6476315855979919,2017-05-12 12:55:25.934
306,0.4165911078453064,-9.75517463684082,-0.5841852426528931,2017-05-12 12:55:25.943
307,0.3447650372982025,-9.804255485534668,-0.5434837937355042,2017-05-12 12:55:25.953
308,0.3196259140968323,-9.764751434326172,-0.5434837937355042,2017-05-12 12:55:25.964
309,0.3315969407558441,-9.7791166305542,-0.5602431893348694,2017-05-12 12:55:25.973
310,0.3794809579849243,-9.81263542175293,-0.6045359373092651,2017-05-12 12:55:25.983
311,0.4608838260173798,-9.818621635437012,-0.5351040959358215,2017-05-12 12:55:25.993
